WP, 01, 2022032900,   , BEST,   0,  96N, 1165E,  15, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  100,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST,  ,
WP, 01, 2022032906,   , BEST,   0, 103N, 1154E,  15, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  100,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 01, 2022032912,   , BEST,   0, 108N, 1143E,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  100,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 01, 2022032918,   , BEST,   0, 112N, 1129E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  125,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 01, 2022033000,   , BEST,   0, 115N, 1116E,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1009,  125,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 01, 2022033006,   , BEST,   0, 116N, 1110E,  20, 1005, DB,   0,    ,    0,    0,    0,    0, 1009,  125,  40,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 01, 2022033012,   , BEST,   0, 118N, 1103E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1009,  125,  40,   0,   0,   W,   0,    ,   0,   0,        ONE, S,  0,    ,    0,    0,    0,    0, TRANSITIONED, wpA32022 to wp012022,
WP, 01, 2022033018,   , BEST,   0, 124N, 1102E,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1009,  125,  40,   0,   0,   W,   0,    ,   0,   0,        ONE, S,
WP, 01, 2022033100,   , BEST,   0, 128N, 1092E,  25, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  125,  40,   0,   0,   W,   0,    ,   0,   0,        ONE, S,
WP, 01, 2022033106,   , BEST,   0, 136N, 1082E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  125,  30,   0,   0,   W,   0,    ,   0,   0,        ONE,  ,
WP, 01, 2022033112,   , BEST,   0, 138N, 1071E,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 1009,  125,  30,   0,   0,   W,   0,    ,   0,   0,        ONE,  ,
WP, 01, 2022033118,   , BEST,   0, 140N, 1061E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  125,  30,   0,   0,   W,   0,    ,   0,   0,        ONE,  ,
WP, 01, 2022040100,   , BEST,   0, 149N, 1056E,  15, 1009, DB,   0,    ,    0,    0,    0,    0, 1009,  125,  30,   0,   0,   W,   0,    ,   0,   0,        ONE,  ,
WP, 01, 2022040106,   , BEST,   0, 151N, 1050E,  15, 1009, DB,   0,    ,    0,    0,    0,    0, 1009,  125,  30,   0,   0,   W,   0,    ,   0,   0,        ONE,  ,
