WP, 07, 2022073006,   , BEST,   0, 226N, 1280E,  15, 1001, DB,   0,    ,    0,    0,    0,    0, 1004,  170,  90,   0,   0,   W,   0,    ,   0,   0,     INVEST,  ,
WP, 07, 2022073012,   , BEST,   0, 236N, 1280E,  15, 1000, DB,   0,    ,    0,    0,    0,    0, 1002,   90,  90,   0,   0,   W,   0,    ,   0,   0,     INVEST,  ,
WP, 07, 2022073018,   , BEST,   0, 248N, 1279E,  15, 1000, DB,   0,    ,    0,    0,    0,    0, 1002,   90,  90,   0,   0,   W,   0,    ,   0,   0,     INVEST,  ,
WP, 07, 2022073100,   , BEST,   0, 259N, 1277E,  15,  999, DB,   0,    ,    0,    0,    0,    0, 1003,  115,  75,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 07, 2022073106,   , BEST,   0, 275N, 1278E,  20,  999, DB,   0,    ,    0,    0,    0,    0, 1002,  115,  75,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 07, 2022073112,   , BEST,   0, 290N, 1270E,  20,  999, DB,   0,    ,    0,    0,    0,    0, 1005,   95,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST,  ,
WP, 07, 2022073118,   , BEST,   0, 306N, 1268E,  25,  997, TD,   0,    ,    0,    0,    0,    0, 1002,   95,  60,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,
WP, 07, 2022080100,   , BEST,   0, 326N, 1270E,  30,  998, TD,   0,    ,    0,    0,    0,    0, 1002,   95,  50,   0,   0,   W,   0,    ,   0,   0,     TRASES, S,  0,    ,    0,    0,    0,    0, TRANSITIONED, wpC52022 to wp072022,
WP, 07, 2022080106,   , BEST,   0, 344N, 1266E,  25, 1000, TD,   0,    ,    0,    0,    0,    0, 1002,   80,  25,   0,   0,   W,   0,    ,   0,   0,     TRASES, S,
WP, 07, 2022080112,   , BEST,   0, 356N, 1261E,  20, 1002, DB,   0,    ,    0,    0,    0,    0, 1002,   80,  25,   0,   0,   W,   0,    ,   0,   0,     TRASES,  ,
